"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"U wanna [[piss]] a [[hoe]] off when u in the club &amp; she in front U Tryna dance for u do what I'm doing right now Tweet","U wanna [[piNss]] a [[he]] off when u in the club &amp; she in front U Tryna dance for u do what I'm doing right now Tweet",0.01199328899383545,0.9192614555358887,1,2,1,23,"Successful"
"[[All]] these [[bitches]] [[wanna]] [[fuck]] on a thug","[[ATll]] these [[sbitches]] [[waanna]] [[fMck]] on a thug",0.052858173847198486,0.3246951103210449,1,1,1,25,"Failed"
"You bitter [[bitches]] need a life..!","You bitter [[btiches]] need a life..!",0.012100398540496826,0.9836804866790771,1,2,1,10,"Successful"
"@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #[[bitch]]","@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #[[Wbitch]]",0.010660827159881592,0.9779186248779297,1,2,1,9,"Successful"
"RT @Faceyspace: My personality test results basically say ""[[bitch]] you is crazy"".","RT @Faceyspace: My personality test results basically say ""[[bich]] you is crazy"".",0.009040117263793945,0.9833067655563354,1,2,1,15,"Successful"
"RT @killaaakam_: Who's gassin these [[hoes]], BP? &#128564;","RT @killaaakam_: Who's gassin these [[Dhoes]], BP? &#128564;",0.030309736728668213,0.9386008381843567,1,2,1,12,"Successful"
"Photo: [[No]] filtering [[bitches]]. &#[[128128]];&#[[128128]];&#[[128128]];&#[[128128]]; #[[turntup]] #[[webad]] #[[wepretty]] #gayvegas #rupaulsdragrace #[[barb]] #[[minaj]]... http://t.co/a9K3hJJGg9","Photo: [[N]] filtering [[bizches]]. &#[[128218]];&#[[218128]];&#[[18128]];&#[[F28128]]; #[[utrntup]] #[[webIad]] #[[werpetty]] #gayvegas #rupaulsdragrace #[[jbarb]] #[[minaK]]... http://t.co/a9K3hJJGg9",0.019184410572052002,0.5640013217926025,1,0,1,74,"Successful"
"If I respect you, I demand your respect back. If you think you can be a [[bitch]], I can be an even bigger one. Bring it","If I respect you, I demand your respect back. If you think you can be a [[biFch]], I can be an even bigger one. Bring it",0.008576571941375732,0.9795742034912109,1,2,1,20,"Successful"
"Scientists have recently discovered that [[bitches]], do in fact, ""Be trippin""","Scientists have recently discovered that [[btiches]], do in fact, ""Be trippin""",0.0073508620262146,0.9859288930892944,1,2,1,12,"Successful"
"I [[fuck]] [[bitches]] &#[[128175]];&#[[128536]];&#[[128541]];&#[[128539]];&#[[128525]]; better [[watch]] [[yah]] [[hoe]] &#[[128175]];&#[[128129]];&#[[128168]];&#[[128069]];&#[[128109]];","I [[ufck]] [[biches]] &#[[128715]];&#[[12V8536]];&#[[128514]];&#[[1B8539]];&#[[125825]]; better [[awtch]] [[yaCh]] [[hoPe]] &#[[12G175]];&#[[18129]];&#[[218168]];&#[[1E28069]];&#[[121809]];",0.0110931396484375,0.9341453909873962,1,2,1,82,"Successful"
"[[RT]] @[[LoyalHeart_]]: a [[nigga]] [[gone]] be a [[nigga]] [[im]] sorry, &[[amp]]; a [[hoe]] [[gone]] be a [[hoe]] [[regardless]] .","[[Re]] @[[oLyalHeart_]]: a [[niggX]] [[gUone]] be a [[nigg]] [[Aim]] sorry, &[[ymp]]; a [[Uoe]] [[gGone]] be a [[hkoe]] [[rgeardless]] .",0.1377335786819458,0.5948760509490967,1,0,1,59,"Successful"
"Dear grumpy [[bitch]] at gibsons, no one wants to hear about your personal life.","Dear grumpy [[bTitch]] at gibsons, no one wants to hear about your personal life.",0.008336067199707031,0.9875423908233643,1,2,1,14,"Successful"
"@hannah_clare12 I'm on my way to the gym already but thx [[bitch]]","@hannah_clare12 I'm on my way to the gym already but thx [[btch]]",0.006548285484313965,0.981681764125824,1,2,1,12,"Successful"
"&#[[8220]];@[[1_anddone]]: [[Fuck]] east [[st]] john and all they [[fans]], [[familys]] , &[[amp]]; [[friends]]&#[[8221]];<SPLIT><SPLIT>Shut [[yo]] [[bitch]] ass up","&#[[822C]];@[[1_addone]]: [[Fcuk]] east [[ts]] john and all they [[fasn]], [[famiTlys]] , &[[mp]]; [[freinds]]&#[[82P1]];<SPLIT><SPLIT>Shut [[yRo]] [[Rbitch]] ass up",0.05658876895904541,0.5352423191070557,1,0,1,70,"Successful"
"[[Bitches]] with [[trash]] [[pussy]] [[always]] [[want]] [[unprotected]] [[sex]]","[[BitchXs]] with [[tarsh]] [[pusZsy]] [[alKways]] [[Eant]] [[unprotecYted]] [[ex]]",0.011759519577026367,0.051462769508361816,1,1,1,35,"Failed"
"[[RT]] @[[mitrykizer]]: Sack [[number]] 3 for [[Trent]] [[Cole]] [[fuckin]] that [[bitch]] up","[[TR]] @[[mitrykiezr]]: Sack [[nSmber]] 3 for [[TrGent]] [[YCole]] [[fcukin]] that [[Zbitch]] up",0.02234935760498047,0.9668178558349609,1,2,1,42,"Successful"
"[[Elizbian]] is [[bitch]] and likes women","[[ENlizbian]] is [[bithc]] and likes women",0.0131683349609375,0.5725780725479126,1,2,1,13,"Successful"
"@itsjaylaaa eat shit nigga bitch turd bag dick beetle","@itsjaylaaa eat shit nigga bitch turd bag dick beetle",0.8658586740493774,0.8658586740493774,1,1,0,1,"Skipped"
"@[[JStac825]] @[[ThatAngryNigga]] these niggas [[must]] be [[deaf]]. [[When's]] the [[last]] [[time]] you [[heard]] a [[Roots]] [[song]] on the [[radio]]? [[Quest]] don't [[get]] [[bitches]]!","@[[JSdac825]] @[[ThatAngryigga]] these niggas [[msut]] be [[draf]]. [[chen's]] the [[ltast]] [[tiem]] you [[haerd]] a [[oots]] [[mong]] on the [[raVdio]]? [[Qust]] don't [[gwet]] [[bitJches]]!",0.0867193341255188,0.5178297758102417,1,0,1,71,"Successful"
"Seen Glo eat a twat on stage watching that [[shit]]. And get eaten in the middle of a populated concourse, if I ain't mistaken...","Seen Glo eat a twat on stage watching that [[siht]]. And get eaten in the middle of a populated concourse, if I ain't mistaken...",0.013658225536346436,0.69045090675354,1,2,1,21,"Successful"
"These [[hoes]] here mane. You are what you let inside you. Remember.","These [[hose]] here mane. You are what you let inside you. Remember.",0.02150094509124756,0.936548113822937,1,2,1,12,"Successful"
"[[This]] [[new]] [[avi]] trash or [[nah]]","[[ThCis]] [[nwe]] [[av]] trash or [[Kah]]",0.030440688133239746,0.4534188508987427,2,2,2,26,"Failed"
"I [[want]] some [[monkey]] [[bread]] &#[[128553]];&#[[128588]];","I [[wnt]] some [[mosnkey]] [[breaT]] &#[[H128553]];&#[[12888]];",0.02217000722885132,0.9059878587722778,2,1,2,27,"Successful"
"@erinscafe Bu I do. I do hate the playa. And the [[Yankees]]. If I hate the [[Yankees]] for their payroll I have to hate the [[Dodgers]].","@erinscafe Bu I do. I do hate the playa. And the [[Yaknees]]. If I hate the [[Yaakees]] for their payroll I have to hate the [[Ddgers]].",0.0370975136756897,0.706261396408081,2,0,2,28,"Successful"
"&#[[8220]];@[[NiggaImTatted]]: [[Having]] 0 [[bitches]] [[really]] the [[wave]]&#[[8221]];[[shaq]] you [[got]] all the [[hoes]]","&#[[822K]];@[[NGiggaImTatted]]: [[Havnig]] 0 [[biZtches]] [[reaQly]] the [[awve]]&#[[2821]];[[hsaq]] you [[ot]] all the [[hes]]",0.02378213405609131,0.7868993282318115,1,2,1,50,"Successful"
"Weekend is here. What an [[amazing]] week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.","Weekend is here. What an [[mazing]] week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.",0.4756034016609192,0.7237451076507568,2,1,2,17,"Successful"
"@[[thejokerxo]] nah, they let [[French]] Montana spit trash at will","@[[thejokerSo]] nah, they let [[nFrench]] Montana spit trash at will",0.2106255292892456,0.8084231615066528,2,0,2,16,"Successful"
"[[Lol]] [[bitches]] be hella mad about they exs [[like]] why can't you be friends and [[forget]] about the [[past]]","[[LTol]] [[bAtches]] be hella mad about they exs [[liek]] why can't you be friends and [[forfet]] about the [[pats]]",0.012451410293579102,0.6290308237075806,1,2,1,35,"Successful"
"[[What]] [[else]] come on on mondays im not finna [[watch]] that trash, ive [[destroyed]] [[enuf]] brain cells.","[[hWat]] [[eFse]] come on on mondays im not finna [[swatch]] that trash, ive [[destQoyed]] [[enfu]] brain cells.",0.025132834911346436,0.9409524202346802,2,1,2,34,"Successful"
"RT @NoWomanIsRight: just knowing U can still go out and bag some [[bitches]] is good enough for me.... The headace that comes with bagging summ&#8230;","RT @NoWomanIsRight: just knowing U can still go out and bag some [[bitcehs]] is good enough for me.... The headace that comes with bagging summ&#8230;",0.006411194801330566,0.9848798513412476,1,2,1,21,"Successful"
"make ur [[bitch]] want some more &#127908;&#127911;","make ur [[bivch]] want some more &#127908;&#127911;",0.006784796714782715,0.9847419857978821,1,2,1,11,"Successful"
"RT @FunkyDineva: If you can barely walk in your heels or your dress, [[bitch]] you are trying to hard","RT @FunkyDineva: If you can barely walk in your heels or your dress, [[bicth]] you are trying to hard",0.007898986339569092,0.9621982574462891,1,2,1,15,"Successful"
"@kingjvsh you just did [[bitch]] lol","@kingjvsh you just did [[biXtch]] lol",0.007470667362213135,0.9529778957366943,1,2,1,8,"Successful"
"But I have the [[hoes]] &#128542; http://t.co/XmFcV9rmV5","But I have the [[hMoes]] &#128542; http://t.co/XmFcV9rmV5",0.010983645915985107,0.9866049885749817,1,2,1,12,"Successful"
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892","""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",0.6998874545097351,0.6998874545097351,0,0,1,1,"Skipped"
"@NyJusDntGAF just like a nig to come home when ever they want","@NyJusDntGAF just like a nig to come home when ever they want",0.670164167881012,0.670164167881012,1,1,0,1,"Skipped"
"RT @TayWest: [[When]] [[hoes]] [[call]] other [[hoes]] ""[[hoes]]"" [[http]]://t.co/[[39yoPnqqau]]","RT @TayWest: [[Wen]] [[hjes]] [[cabll]] other [[coes]] ""[[hKoes]]"" [[dhttp]]://t.co/[[3y9oPnqqau]]",0.009588539600372314,0.9775278568267822,1,2,1,42,"Successful"
"[[RT]] @[[DaDonherself_]]: Niggas will fuck over a [[pretty]] [[girl]] w her [[head]] on right , for a [[ho]] who only [[got]] 3 [[pair]] of [[good]] [[panties]] &#[[128514]];&#[[9996]];&#65039; .","[[TR]] @[[DaDonherseKlf_]]: Niggas will fuck over a [[pMretty]] [[gilr]] w her [[Whead]] on right , for a [[o]] who only [[ot]] 3 [[paiL]] of [[gooCd]] [[pantes]] &#[[12851G4]];&#[[P9996]];&#65039; .",0.12231802940368652,0.33688151836395264,1,1,1,82,"Failed"
"The spot is open for you take so your better grab it before another [[bitch]] do and if she is determined and beautiful enough she will do it!","The spot is open for you take so your better grab it before another [[Cbitch]] do and if she is determined and beautiful enough she will do it!",0.00698399543762207,0.9811338782310486,1,2,1,16,"Successful"
"I just can't date a ghetto [[ass]] girl bruh","I just can't date a ghetto [[ascs]] girl bruh",0.013921082019805908,0.698621392250061,1,2,1,12,"Successful"
"RT @Avery_Ave23: &#[[8220]];@iKeepItTooReal: When the trash bag is so full , you can barely [[tie]] it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;[[OMG]]!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;","RT @Avery_Ave23: &#[[820]];@iKeepItTooReal: When the trash bag is so full , you can barely [[ie]] it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;[[tOMG]]!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",0.33073580265045166,0.5596305131912231,2,1,2,39,"Successful"
"[[All]] my [[gold]] is white not [[yellow]].","[[oll]] my [[god]] is white not [[yellgw]].",0.03699648380279541,0.5759495496749878,2,2,2,20,"Failed"
"@elementjetson thank you mint - happy Mothafuggin birthday too, [[hoe]]!! &#128155;&#9994;","@elementjetson thank you mint - happy Mothafuggin birthday too, [[hCoe]]!! &#128155;&#9994;",0.05827587842941284,0.985062301158905,1,2,1,14,"Successful"
"Stupid [[bitch]] should have stayed home &#128545;&#128530;","Stupid [[btich]] should have stayed home &#128545;&#128530;",0.011778771877288818,0.9757327437400818,1,2,1,11,"Successful"
"They say I wouldn't make it now them same [[bitches]] is calling my cellular","They say I wouldn't make it now them same [[ibtches]] is calling my cellular",0.00913017988204956,0.7327477931976318,1,2,1,11,"Successful"
"I'm such a [[bitch]] to Austin &#128514;&#128514;","I'm such a [[btch]] to Austin &#128514;&#128514;",0.007128655910491943,0.9795853495597839,1,2,1,10,"Successful"
"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh","Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",0.961609423160553,0.961609423160553,1,1,0,1,"Skipped"
"@Mrste617 wake and bake before school [[hoe]] !!!","@Mrste617 wake and bake before school [[hoTe]] !!!",0.012503623962402344,0.9780941605567932,1,2,1,10,"Successful"
"&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters [[bitch]]&#8221; paint me like one of your French girls","&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters [[bhitch]]&#8221; paint me like one of your French girls",0.013549447059631348,0.9662119746208191,1,2,1,18,"Successful"
"[[RT]] @WORIDSTARHlPHOP: [[This]] talking [[eggplant]] [[skurred]] [[af]] [[https]]://t.co/[[KDwoApyvD0]]","[[SRT]] @WORIDSTARHlPHOP: [[TKis]] talking [[eggpalnt]] [[skurerd]] [[fa]] [[thtps]]://t.co/[[KDwoApyD0]]",0.034610867500305176,0.6655538082122803,2,1,2,43,"Successful"
"Am I wrong fa laughin at dem [[niccas]] on 1st 48 who be cryin n the interrogation room","Am I wrong fa laughin at dem [[ciccas]] on 1st 48 who be cryin n the interrogation room",0.36764973402023315,0.6729664206504822,1,2,1,18,"Successful"
"[[Mutes]] [[pussy]].. [[And]] ***** and ***** smh","[[MuMtes]] [[puscsy]].. [[AnSd]] ***** and ***** smh",0.011541783809661865,0.03239107131958008,1,1,1,20,"Failed"
"[[Lol]]!! &#8220;@[[ItzSweetz_Bitch]]: [[Ooop]]! [[QT]] @TiFFANY_P0RSCHE: You [[little]] twats.&#[[8221]];","[[Lsol]]!! &#8220;@[[ItzSweetz_BitMh]]: [[Ooip]]! [[QcT]] @TiFFANY_P0RSCHE: You [[littlI]] twats.&#[[822u1]];",0.008573412895202637,0.6531713008880615,1,2,1,34,"Successful"
".@HoppyKercheval [[Could]] you just [[play]] 2 minutes of the [[Charlie]] [[Brown]] ""wah wah wah"" adult sound effect [[instead]]?",".@HoppyKercheval [[Culd]] you just [[plaJy]] 2 minutes of the [[Charlibe]] [[Bronw]] ""wah wah wah"" adult sound effect [[insetad]]?",0.013617873191833496,0.6657819747924805,2,1,2,43,"Successful"
"@The_Paradox He a [[bitch]] you should do it","@The_Paradox He a [[bKitch]] you should do it",0.01223897933959961,0.9680911302566528,1,2,1,8,"Successful"
"@Prophzilla I don't hate that he blew up from 3005 like a hipster but I [[hate]] the [[faggots]] who say they love his music based off his worst +","@Prophzilla I don't hate that he blew up from 3005 like a hipster but I [[htae]] the [[faggot]] who say they love his music based off his worst +",0.4116972088813782,0.5232678651809692,0,1,0,24,"Successful"
"RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head [[hoe]].&#8221;","RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head [[heo]].&#8221;",0.02413100004196167,0.8896556496620178,1,2,1,22,"Successful"
"She told me that she love me I looked at and said [[bitch]] stop","She told me that she love me I looked at and said [[bkitch]] stop",0.007035732269287109,0.9719259738922119,1,2,1,13,"Successful"
"Since cats lick themselves all the time, they should be great at eattin [[pussy]]","Since cats lick themselves all the time, they should be great at eattin [[ussy]]",0.013788342475891113,0.9714152812957764,1,2,1,11,"Successful"
"RT @ImNotaPlayerTho: Still trying to hit this [[hoe]]...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX","RT @ImNotaPlayerTho: Still trying to hit this [[hoLe]]...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX",0.017154157161712646,0.9570983052253723,1,2,1,18,"Successful"
"&#8220;@[[Ashton5SOS]]: [[An]] [[itsy]] [[bitsy]] teeny weeny [[yellow]] [[pock-a-dot]] [[bikini]]&#8221; [[Polk]] [[Ashton]]. [[Polk]]","&#8220;@[[AshtoTn5SOS]]: [[n]] [[iisy]] [[bhtsy]] teeny weeny [[yelow]] [[pocCk-a-dot]] [[bikYni]]&#8221; [[jPolk]] [[Ashtion]]. [[olk]]",0.021974682807922363,0.5501670837402344,2,1,2,57,"Successful"
"We both have [[hella]] [[hoes]] but I swear all I want is you","We both have [[hlela]] [[hopes]] but I swear all I want is you",0.007944285869598389,0.9796425700187683,1,2,1,16,"Successful"
"I just [[bitch]] slapped my brother","I just [[bintch]] slapped my brother",0.007903099060058594,0.9497018456459045,1,2,1,9,"Successful"
"""@El_Grillo1: Pit Bulls Photographed As [[Lovely]] [[Fairy]] [[Tale]] Creatures http://t.co/Q0Sm89oOLh&#8221;<SPLIT><SPLIT>They *are* [[fairy]] [[tale]] creatures.","""@El_Grillo1: Pit Bulls Photographed As [[SLovely]] [[Faqiry]] [[Taxe]] Creatures http://t.co/Q0Sm89oOLh&#8221;<SPLIT><SPLIT>They *are* [[fiary]] [[jale]] creatures.",0.017257332801818848,0.6341152787208557,2,0,2,39,"Successful"
"RT @Zubiaa_3o3: You can't take no ones [[bitch]].","RT @Zubiaa_3o3: You can't take no ones [[btich]].",0.007006824016571045,0.9830499291419983,1,2,1,12,"Successful"
"When i die throw a couple bad [[bitches]] in my casket..","When i die throw a couple bad [[bithes]] in my casket..",0.006753325462341309,0.9770222902297974,1,2,1,12,"Successful"
"RT @CauseWereGuys: Marilyn Monroe was the [[biggest]] hoe of all [[time]]... [[bitches]] worship her like she [[got]] a Nobel Prize and all she did was fuc&#[[8230]];","RT @CauseWereGuys: Marilyn Monroe was the [[bhggest]] hoe of all [[tEime]]... [[bithces]] worship her like she [[goEt]] a Nobel Prize and all she did was fuc&#[[8k30]];",0.008615374565124512,0.5356287956237793,1,2,1,40,"Successful"
"[[RT]] @[[O_ShitItsLaura]]: [[Good]] day with these 2 [[bitches]] @[[yadirasarmiento]] @[[Jessycaa_Rubi]] &#[[128536]];&#9996;","[[TR]] @[[O_SihtItsLaura]]: [[Goo]] day with these 2 [[bitcehs]] @[[ydairasarmiento]] @[[JJessycaa_Rubi]] &#[[18536]];&#9996;",0.008088648319244385,0.9755823612213135,1,2,1,45,"Successful"
"Buddy a [[fruit]] &#8220;@Deion_MVO: @Vonteeeeee Brandon said you a dirty [[ass]] coon&#8221;","Buddy a [[furit]] &#8220;@Deion_MVO: @Vonteeeeee Brandon said you a dirty [[sas]] coon&#8221;",0.28548765182495117,0.6432244777679443,1,0,1,20,"Successful"
"I [[ate]] a monkey. #AndNowIHaveEbola","I [[aKe]] a monkey. #AndNowIHaveEbola",0.10534977912902832,0.33528220653533936,2,2,2,17,"Failed"
"One day you niggas [[gone]] learn when not to fuck an ugly [[bitch]]. [[Because]] these [[pregnancies]] [[need]] to be stopped","One day you niggas [[goone]] learn when not to fuck an ugly [[gbitch]]. [[Becsuse]] these [[preganncies]] [[ened]] to be stopped",0.23952198028564453,0.5087188482284546,1,0,1,33,"Successful"
"RT @[[JBilinovich]]: You [[may]] be redneck if you [[put]] [[steak]] [[seasoning]] on [[popcorn]] @weidie1211","RT @[[JBilinvoich]]: You [[mMay]] be redneck if you [[pu]] [[stDak]] [[sUasoning]] on [[pocorn]] @weidie1211",0.019392728805541992,0.5964843034744263,2,1,2,35,"Successful"
"aye jalen can I borrow 50 dollars?? It aint like yu aint got two jobs?? Well can I borrow some [[pussy]]? I aint like yu gone give up no head!","aye jalen can I borrow 50 dollars?? It aint like yu aint got two jobs?? Well can I borrow some [[puWsy]]? I aint like yu gone give up no head!",0.008435964584350586,0.9294889569282532,1,2,1,30,"Successful"
"[[She]] [[wanna]] [[talk]] [[shit]].. but then have a [[friendship]] .. [[fuck]] you [[bitch]] and I [[hope]] u offended","[[he]] [[tanna]] [[tauk]] [[sqit]].. but then have a [[friendRhip]] .. [[cfuck]] you [[biqtch]] and I [[dhope]] u offended",0.038252830505371094,0.9091837406158447,1,2,1,48,"Successful"
"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a [[nigger]] liver believes it cuz you a [[nigger]] whore","@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a [[niggeHr]] liver believes it cuz you a [[niAgger]] whore",0.3297395706176758,0.6299114227294922,0,1,0,21,"Successful"
"[[cousin]]: why is there a [[bird]] on your [[screen]]<SPLIT>me: it's twitter<SPLIT>[[cousin]]: i [[poke]] you<SPLIT>me: [[that's]] [[facebook]]","[[couin]]: why is there a [[cbird]] on your [[scrhen]]<SPLIT>me: it's twitter<SPLIT>[[cusin]]: i [[pokX]] you<SPLIT>me: [[thatXs]] [[faceboo]]",0.013389110565185547,0.45638132095336914,2,2,2,41,"Failed"
"...and I'm goin back to school.. only for the [[hoes]] and a class or two","...and I'm goin back to school.. only for the [[Dhoes]] and a class or two",0.012503862380981445,0.977433443069458,1,2,1,12,"Successful"
"@DomIzDope lmao I've always wanted to ski..bust my [[ass]] or not I'm innat [[hoe]], fit and all.","@DomIzDope lmao I've always wanted to ski..bust my [[as]] or not I'm innat [[hYe]], fit and all.",0.011252164840698242,0.9807389378547668,1,2,1,20,"Successful"
"@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a [[pussy]] like you cry for the enemy.","@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a [[pDussy]] like you cry for the enemy.",0.012786269187927246,0.8229922652244568,1,2,1,19,"Successful"
"[[jacob]] u [[look]] like a [[monkey]] in [[dis]] [[http]]://t.co/[[rkaqn0GRQe]]","[[jaocb]] u [[lovok]] like a [[gonkey]] in [[di]] [[thtp]]://t.co/[[rakqn0GRQe]]",0.09999316930770874,0.5885043740272522,2,2,2,42,"Failed"
"""He a [[bitch]] for [[hitting]] that [[hoe]]"" &#128514;&#[[128514]];&#[[128514]];&#[[128514]];&#[[128514]];&#[[128514]];&#[[128514]];&#[[128514]];&#[[128514]];","""He a [[bptch]] for [[hittVng]] that [[hRe]]"" &#128514;&#[[1t8514]];&#[[12I8514]];&#[[E128514]];&#[[1Y8514]];&#[[218514]];&#[[12F8514]];&#[[125814]];&#[[218514]];",0.008866965770721436,0.9184966683387756,1,2,1,66,"Successful"
"If the crust ain&#[[8217]];t [[graham]] cracker, [[keep]] that [[pie]]","If the crust ain&#[[8271]];t [[grahnam]] cracker, [[keLp]] that [[ie]]",0.04622220993041992,0.6834073066711426,2,1,2,24,"Successful"
"go get left in a hot car and die bitch","go get left in a hot car and die bitch",0.9944469332695007,0.9944469332695007,1,1,0,1,"Skipped"
"""Don't you ever give my [[pussy]] away. You keep it tight, alright?""","""Don't you ever give my [[ussy]] away. You keep it tight, alright?""",0.006710350513458252,0.9863793849945068,1,2,1,14,"Successful"
"&#8220;@TeeLaydee: @JustKarahn @what_iDO yasss when a [[bitch]] get paid [[tho]] &#[[128514]];&#128514;&#[[8221]]; as [[long]] as she dnt act [[crazy]]","&#8220;@TeeLaydee: @JustKarahn @what_iDO yasss when a [[Wbitch]] get paid [[hto]] &#[[218514]];&#128514;&#[[822]]; as [[logn]] as she dnt act [[carzy]]",0.010733962059020996,0.6176246404647827,1,2,1,44,"Successful"
"&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt","&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt",0.92287278175354,0.92287278175354,2,2,1,1,"Skipped"
"RT @TheCockiestMan: Do I have time for these [[hoes]]? http://t.co/OHKWCg9ldW","RT @TheCockiestMan: Do I have time for these [[yhoes]]? http://t.co/OHKWCg9ldW",0.010846555233001709,0.9839322566986084,1,2,1,14,"Successful"
"[[I'm]] so tired of this [[damn]] job man, I wanna blow this [[bitch]] up [[lol]]","[[I']] so tired of this [[admn]] job man, I wanna blow this [[btch]] up [[lEol]]",0.007486164569854736,0.9838931560516357,1,2,1,46,"Successful"
"There's apparently a wee [[cunt]] who's a year younger than me called Sean brown being cheeky about me lol","There's apparently a wee [[cut]] who's a year younger than me called Sean brown being cheeky about me lol",0.03672623634338379,0.9830240607261658,1,2,1,17,"Successful"
"RT @GeeZzzus: Don't no woman want a man that acts like a [[bitch]]","RT @GeeZzzus: Don't no woman want a man that acts like a [[biOtch]]",0.009246587753295898,0.7322181463241577,1,2,1,14,"Successful"
