"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"If it wasn't for this blanket, my nips would be harder than the search for Anne Frank..","If it wasn't for this blanket, my nips would be harder than the search for Anne Frank..",0.7176413536071777,0.7176413536071777,2,2,1,1,"Skipped"
"@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;","@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;",0.7776067852973938,0.7776067852973938,1,1,2,1,"Skipped"
""" if you're toes ain't done you [[pussy]] stinks """,""" if you're toes ain't done you [[cupcake]] stinks """,0.022973835468292236,0.9355612993240356,1,2,1,38,"Successful"
"@DaJetlyfe y'all niccas [[spark]] up","@DaJetlyfe y'all niccas [[provokes]] up",0.07666486501693726,0.5318440198898315,1,1,1,38,"Failed"
"' Fuccccck that was [[ma]] niggah from [[Cali]] swag &#1041222;&#1041216; [[R]].I.[[P]] Jayare .","' Fuccccck that was [[madre]] niggah from [[Kale]] swag &#1041222;&#1041216; [[rs]].I.[[pp]] Jayare .",0.06579530239105225,0.15417712926864624,1,1,1,46,"Failed"
"Half these females with these twitter names like ""eat my [[pussy]]"" ain't even about that life bro..","Half these females with these twitter names like ""eat my [[washcloth]]"" ain't even about that life bro..",0.008107781410217285,0.6152161955833435,1,2,1,30,"Successful"
"He could [[be]] right... any [[hoe]] they [[had]] in the 11wd, [[niggas]] from the hood [[RAN]] thru em....","He could [[constituted]] right... any [[skanky]] they [[eu]] in the 11wd, [[spittin]] from the hood [[FLED]] thru em....",0.1684727668762207,0.5531107187271118,1,0,1,173,"Successful"
"Two [[red]] bones kissin n da back [[seat]]","Two [[roza]] bones kissin n da back [[assis]]",0.02351289987564087,0.9954885840415955,2,1,2,39,"Successful"
"I just dodged a bullet from a crazy [[bitch]]","I just dodged a bullet from a crazy [[mongrel]]",0.007594645023345947,0.9700756072998047,1,2,1,56,"Successful"
"@NYRKelsMads <SPLIT>[[I]] [[gots]] to be bein colored and all","@NYRKelsMads <SPLIT>[[yo]] [[nuttin]] to be bein colored and all",0.2097681760787964,0.7199050188064575,2,0,2,59,"Successful"
"I coulda sworn I was the last [[bitch]] on tunchi ig &#128129;&#9996;&#65039;&#128536;","I coulda sworn I was the last [[biatch]] on tunchi ig &#128129;&#9996;&#65039;&#128536;",0.0070626139640808105,0.9754233956336975,1,2,1,42,"Successful"
"RT @Thornton25: Bruh you're not a [[friend]].. You [[fuck]] with me when you and [[ya]] [[bitch]] into it &#128514;&#128514;&#128514;","RT @Thornton25: Bruh you're not a [[amigo]].. You [[whorehouse]] with me when you and [[yo]] [[dickhead]] into it &#128514;&#128514;&#128514;",0.01481848955154419,0.16628307104110718,1,1,1,154,"Failed"
"Not a neanudda [[bitch]] @CONSTANTINE_D_","Not a neanudda [[blackguard]] @CONSTANTINE_D_",0.028280913829803467,0.6015927791595459,1,0,1,55,"Successful"
"RT @ZitlalyL: You don't know maybe some [[bitches]] like a man in a tutu &#128514;&#128514;&#128054;","RT @ZitlalyL: You don't know maybe some [[broads]] like a man in a tutu &#128514;&#128514;&#128054;",0.008752644062042236,0.9681711196899414,1,2,1,56,"Successful"
"The ghetto thuged out version of tree of [[life]] coming soon...","The ghetto thuged out version of tree of [[subsistence]] coming soon...",0.17350977659225464,0.7410440444946289,1,2,1,42,"Successful"
"It's still Spring [[bitch]]","It's still Spring [[hussy]]",0.006504714488983154,0.9812777042388916,1,2,1,55,"Successful"
"&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin","&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin",0.8395453095436096,0.8395453095436096,1,1,0,1,"Skipped"
"RT @macktology101: You women are not wild animals...(well some) you can control your own attitude and put yourself in place u dumb [[bitch]]","RT @macktology101: You women are not wild animals...(well some) you can control your own attitude and put yourself in place u dumb [[biatch]]",0.036084890365600586,0.6750097274780273,1,2,1,54,"Successful"
"""@MaxMayo77: http://t.[[co]]/PrrskknqRv"" [[love]] [[frat]] [[boy]] w/ [[soft]] long [[soles]]","""@MaxMayo77: http://t.[[cos]]/PrrskknqRv"" [[loving]] [[brethren]] [[bro]] w/ [[slight]] long [[bottoms]]",0.0227850079536438,0.3752524256706238,2,2,2,140,"Failed"
"[[A]] [[pharaohs]] nd his angry [[bird]] http://t.co/jMC2eR32Ka","[[another]] [[tutankhamen]] nd his angry [[copter]] http://t.co/jMC2eR32Ka",0.015227437019348145,0.6988237500190735,2,0,2,42,"Successful"
"[[RT]] @_BeautifulKeezy: ion [[be]] [[understanding]] how all you [[hoes]] [[drop]] yall [[nuts]] at once but when a [[bitch]] on your [[ass]] you can't [[hear]] a [[mouse]] [[piss]] &#8230;","[[TR]] @_BeautifulKeezy: ion [[sean]] [[fathom]] how all you [[whores]] [[decline]] yall [[coot]] at once but when a [[whore]] on your [[slapping]] you can't [[fathom]] a [[rodent]] [[urinating]] &#8230;",0.023295283317565918,0.4903479218482971,1,1,1,344,"Failed"
"[[Since]] a youngin [[bitch]] we been them [[niggas]]","[[Upon]] a youngin [[blackguard]] we been them [[negros]]",0.1871686577796936,0.6501582860946655,1,0,1,67,"Successful"
"RT @HiImAnAsshole: @dustine82394 @Victoria_Finae @Jammer9Hunna @scary_jumanji8 low key miss you [[bitches]]&#128517;","RT @HiImAnAsshole: @dustine82394 @Victoria_Finae @Jammer9Hunna @scary_jumanji8 low key miss you [[fairies]]&#128517;",0.01726388931274414,0.945783257484436,1,2,1,62,"Successful"
"[[coulda]] been trash [[talking]] that nigga [[cuz]] NIGGA [[GOT]] SPANKEDDD [[IN]] [[FANTASY]]","[[coud]] been trash [[speak]] that nigga [[kinsman]] NIGGA [[OBTAINS]] SPANKEDDD [[TO]] [[ILLUSORY]]",0.2614040970802307,0.5339406132698059,1,0,1,271,"Successful"
"[[everybody]] fuckin [[everybody]] [[bitch]] [[everybody]] wit the [[shits]], [[thats]] lifee","[[persons]] fuckin [[persons]] [[cocksucker]] [[persons]] wit the [[friggin]], [[alot]] lifee",0.04859870672225952,0.660778284072876,1,0,1,178,"Successful"
"RT @Now_Thats_Fresh: [[I]] [[bet]] its [[higher]] than that RT @_DealMethToKids: &#8220;Why [[do]] you [[think]] all [[women]] are [[hoes]]? Not all of us are [[hoes]].&#8221; http://&#8230;","RT @Now_Thats_Fresh: [[me]] [[punters]] its [[firmer]] than that RT @_DealMethToKids: &#8220;Why [[fact]] you [[envisage]] all [[wives]] are [[whores]]? Not all of us are [[bastards]].&#8221; http://&#8230;",0.014792799949645996,0.4020213484764099,1,1,1,227,"Failed"
"RT @Garnettujl: Hoes will be [[hoes]].","RT @Garnettujl: Hoes will be [[coppers]].",0.008747875690460205,0.683824896812439,1,2,1,49,"Successful"
"[[I]] ont like that [[game]] [[wit]] that retarded [[ass]] [[bird]] &#128530;","[[me]] ont like that [[ballgame]] [[wry]] that retarded [[behinds]] [[birdies]] &#128530;",0.07530301809310913,0.8180203437805176,1,2,1,101,"Successful"
"RT @BIGTQMB: Just call me a nigger cause that's what u really want to say at the end of the day @pillz78","RT @BIGTQMB: Just call me a nigger cause that's what u really want to say at the end of the day @pillz78",0.5723247528076172,0.5723247528076172,0,0,1,1,"Skipped"
"He [[bring]] the [[hoes]] out on [[twitter]] [[nigga]] [[got]] [[magical]] [[powers]] [[RT]] @thisisyoungdj: [[Who]] is @DJZeeti?","He [[furnish]] the [[niggas]] out on [[blogger]] [[nigger]] [[learn]] [[alchemical]] [[authorities]] [[TR]] @thisisyoungdj: [[Whosoever]] is @DJZeeti?",0.08875203132629395,0.6278281211853027,1,0,1,238,"Successful"
"When you give somebody that ""[[bitch]]"" look","When you give somebody that ""[[dipshit]]"" look",0.009765028953552246,0.972624659538269,1,2,1,49,"Successful"
"Y'all [[bitches]] [[want]] a [[good]] [[dude]] but can't [[be]] [[real]] at all then [[want]] to [[blame]] them for their [[reaction]] to your [[bullshit]]. [[Grow]] the fuck up.","Y'all [[assholes]] [[desirous]] a [[guten]] [[pals]] but can't [[constituted]] [[factual]] at all then [[wouldnt]] to [[accuses]] them for their [[rebuttal]] to your [[bullcrap]]. [[Enlarge]] the fuck up.",0.034494996070861816,0.5203033685684204,1,0,1,357,"Successful"
"don't follow me and unfollow me, you are [[retarded]]","don't follow me and unfollow me, you are [[talentless]]",0.18953609466552734,0.9785793423652649,1,2,1,46,"Successful"
"I roll a blunt better than the [[bitches]] in Havana ! Cause I'm the king round here !","I roll a blunt better than the [[harlots]] in Havana ! Cause I'm the king round here !",0.007155716419219971,0.966274082660675,1,2,1,59,"Successful"
"RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you [[hoes]] don't know how to count &#9995;&#128530;","RT @ForeignGAWDESS: A relationship is for 2 &#128107; . . but you know some of you [[broads]] don't know how to count &#9995;&#128530;",0.009612500667572021,0.900770366191864,1,2,1,18,"Successful"
"@fawfulfan @BigKahuna919191 @alfranken [[birds]] of a [[feather]]. [[go]] [[away]]","@fawfulfan @BigKahuna919191 @alfranken [[corral]] of a [[panache]]. [[wiggle]] [[overseas]]",0.01939237117767334,0.8764950633049011,2,0,2,81,"Successful"
"Innovative ideas about an unresolved issue relating to your [[ho]]... More for Libra http://t.co/UOoN09K1Dq","Innovative ideas about an unresolved issue relating to your [[luk]]... More for Libra http://t.co/UOoN09K1Dq",0.4107041358947754,0.9841370582580566,1,2,1,16,"Successful"
"@Toetancchamon Wilde nog even checken op Twitter [[hoe]] het ging maar had zo'n heftige wond niet verwacht, heftig. Sterkte &amp; beterschap hoor!","@Toetancchamon Wilde nog even checken op Twitter [[dat]] het ging maar had zo'n heftige wond niet verwacht, heftig. Sterkte &amp; beterschap hoor!",0.09791123867034912,0.6075040102005005,1,2,1,47,"Successful"
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin [[hoes]] just like o taught you","""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin [[broads]] just like o taught you",0.022403836250305176,0.7883789539337158,1,2,1,45,"Successful"
"I won't [[say]] how [[many]] [[bitches]] I [[fucked]] but i [[might]] [[say]] how [[many]] 100s I [[touched]] &#128178;&#128178;&#128178;","I won't [[dis]] how [[disparate]] [[whores]] I [[motherfucker]] but i [[threats]] [[dis]] how [[disparate]] 100s I [[slugged]] &#128178;&#128178;&#128178;",0.00876849889755249,0.3827664256095886,1,1,1,344,"Failed"
"Only word I can understand on #BlackJesus is ""[[nigger]]""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.","Only word I can understand on #BlackJesus is ""[[negro]]""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",0.3501102924346924,0.7379540205001831,0,1,0,15,"Successful"
"@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber [[bitch]] slap for sure!","@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber [[tramp]] slap for sure!",0.013300061225891113,0.8135533332824707,1,2,1,56,"Successful"
"RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with [[niggers]] and nigger impersonators. Adopting ni&#8230;","RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with [[niggas]] and nigger impersonators. Adopting ni&#8230;",0.37978118658065796,0.5149728059768677,0,1,0,37,"Successful"
"@treagle05 [[early]] [[bird]] [[gets]] the [[worm]] [[tomcat]]","@treagle05 [[punctual]] [[copter]] [[get]] the [[maggot]] [[apache]]",0.015392124652862549,0.47093701362609863,2,2,2,107,"Failed"
"[[RT]] @kxngtae: niggas [[will]] [[cheat]] on a [[girl]] then [[stalk]] her and [[call]] her a [[hoe]] for [[moving]] on. [[talking]] [[bout]] she [[gave]] up too [[quick]]","[[TCH]] @kxngtae: niggas [[desiring]] [[frauds]] on a [[gals]] then [[harass]] her and [[convening]] her a [[whore]] for [[wiggle]] on. [[speak]] [[bot]] she [[furnish]] up too [[punctual]]",0.0589597225189209,0.5353757739067078,1,0,1,388,"Successful"
"RT @bella_chuchi: You [[hoes]] ain't got no manners.","RT @bella_chuchi: You [[mesdames]] ain't got no manners.",0.010518789291381836,0.9611203074455261,1,2,1,58,"Successful"
"RT @AssholeOfDaYear: Rudy Gay a [[faggot]] for not changing his last name once he got money.","RT @AssholeOfDaYear: Rudy Gay a [[fuckface]] for not changing his last name once he got money.",0.3996089696884155,0.6694886684417725,0,1,0,39,"Successful"
"&#8220;@CodeeJames: That one ex you can't [[seem]] to [[get]] over&lt;&lt;&lt;&#8221; an is a [[cunt]]!!","&#8220;@CodeeJames: That one ex you can't [[transpires]] to [[procure]] over&lt;&lt;&lt;&#8221; an is a [[twat]]!!",0.07535499334335327,0.5201777219772339,1,2,1,61,"Successful"
"Fucking flake ass [[bitches]]","Fucking flake ass [[faggots]]",0.09522682428359985,0.6809543371200562,1,0,1,55,"Successful"
"' Y'all [[complaining]] about thirst traps ? FR ? Theirs [[models]] that [[dress]] just like that ? Ass out and all STFU . Don't [[make]] you a [[hoe]] wtf .","' Y'all [[ridiculing]] about thirst traps ? FR ? Theirs [[mannequin]] that [[blouses]] just like that ? Ass out and all STFU . Don't [[furnishes]] you a [[biatch]] wtf .",0.03362959623336792,0.5979673862457275,1,0,1,181,"Successful"
"&#9733; [[BEST]] [[ASIAN]] [[MASSAGE]] [[ON]] [[THE]] [[park]] [[slope]] --[[TOP]] [[RATED]] SPA &#9733; 718-622-0221 - 24 [[http]]://t.[[co]]/dyYvrEJAm3","&#9733; [[PRETTIEST]] [[ASIA]] [[PEDICURE]] [[TOWARDS]] [[LOS]] [[yuen]] [[camber]] --[[SUPERIORS]] [[CLASSIFY]] SPA &#9733; 718-622-0221 - 24 [[www]]://t.[[cos]]/dyYvrEJAm3",0.01381617784500122,0.38397568464279175,2,2,2,270,"Failed"
"@YamanakaValerio [[bitch]] it's not til Thursday","@YamanakaValerio [[hussy]] it's not til Thursday",0.007210433483123779,0.9849444627761841,1,2,1,55,"Successful"
"&#8220;@NoRapist: Throwing lamps at [[bitches]] who need to lighten up.&#8221; True dat","&#8220;@NoRapist: Throwing lamps at [[fairies]] who need to lighten up.&#8221; True dat",0.007450580596923828,0.9884377121925354,1,2,1,61,"Successful"
"RT @BrosConfessions: ""People congratulate on losing weight for my health, but in reality I [[lost]] all the weight so I could fuck hot [[bitches]]""&#8230;","RT @BrosConfessions: ""People congratulate on losing weight for my health, but in reality I [[looses]] all the weight so I could fuck hot [[faggots]]""&#8230;",0.009562790393829346,0.5460753440856934,1,0,1,113,"Successful"
"@rmusshy [[pussies]]! #StB","@rmusshy [[harlots]]! #StB",0.018333733081817627,0.9737078547477722,1,2,1,54,"Successful"
"These new bottoms are something else... RT @ratch_t: You put nair on your [[pussy]] for the gram? Ok http://t.co/agcPqlY5wI","These new bottoms are something else... RT @ratch_t: You put nair on your [[puss]] for the gram? Ok http://t.co/agcPqlY5wI",0.012920618057250977,0.9139638543128967,1,2,1,36,"Successful"
"RT @obehi007: &#8220;@_Saaani: @obehi007 Wetin happen ?&#8221;our school will just be behaving like [[pussies]]","RT @obehi007: &#8220;@_Saaani: @obehi007 Wetin happen ?&#8221;our school will just be behaving like [[sissies]]",0.03182333707809448,0.9541770219802856,1,2,1,42,"Successful"
"@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u","@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u",0.8024877905845642,0.8024877905845642,1,1,0,1,"Skipped"
"I dont kiss none of these [[hoes]] &#128567;&#128586;&#128069;&#128581;","I dont kiss none of these [[ducklings]] &#128567;&#128586;&#128069;&#128581;",0.00933682918548584,0.9855780005455017,1,2,1,56,"Successful"
"Life would be so [[much]] doper if you could order [[pussy]] like you do [[pizza]]","Life would be so [[sizeable]] doper if you could order [[chickie]] like you do [[pizzas]]",0.010095536708831787,0.6762262582778931,1,2,1,30,"Successful"
"RT @KingLekan90210: I forgive all u [[hoes]]/girls","RT @KingLekan90210: I forgive all u [[ducklings]]/girls",0.010771512985229492,0.9662734270095825,1,2,1,56,"Successful"
"RT @Thee_MrWest: [[This]] [[bitch]] at [[work]] [[gone]] [[make]] me slap her [[head]] off her fuckin [[neck]]","RT @Thee_MrWest: [[These]] [[whore]] at [[cooperates]] [[squandered]] [[engender]] me slap her [[fuhrer]] off her fuckin [[cou]]",0.03207993507385254,0.5070546865463257,1,0,1,211,"Successful"
"@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash","@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash",0.9383547306060791,0.9383547306060791,1,1,0,1,"Skipped"
"[[Girl]] don't [[hide]] that [[pussy]], you [[should]] [[be]] the [[type]] to [[provide]] that pussy","[[Femmes]] don't [[pelts]] that [[faggot]], you [[wouldnt]] [[sean]] the [[blokes]] to [[confer]] that pussy",0.011013984680175781,0.5654489994049072,1,0,1,294,"Successful"
"Lookin at u [[hoes]] #federalboobieinspector http://t.co/wxLgV8xKDX","Lookin at u [[ducklings]] #federalboobieinspector http://t.co/wxLgV8xKDX",0.03370952606201172,0.9698495864868164,1,2,1,55,"Successful"
"@BrendaGisselCA then what the [[hell]] are the perks of being your [[hoe]]? [[This]] is some [[bullshit]]","@BrendaGisselCA then what the [[scheisse]] are the perks of being your [[whore]]? [[These]] is some [[malarkey]]",0.07049959897994995,0.5089957118034363,1,0,1,95,"Successful"
"[[Use]] to [[trap]] them [[birds]] now I'm [[fly]] like a birdddd","[[Exploited]] to [[trapdoor]] them [[storks]] now I'm [[larceny]] like a birdddd",0.014733433723449707,0.5588866472244263,2,2,2,138,"Failed"
"im genuinely getting mad at this children's video game about mickey mouse and [[darkness]] and big keys","im genuinely getting mad at this children's video game about mickey mouse and [[nigger]] and big keys",0.013773977756500244,0.9299065470695496,2,0,2,54,"Successful"
"@Molly_m5462 better [[bitch]]!:)","@Molly_m5462 better [[vixen]]!:)",0.007659316062927246,0.9802743196487427,1,2,1,54,"Successful"
"I [[will]] [[beat]] a [[bitch]] ass tf","I [[desiring]] [[whitewashed]] a [[whore]] ass tf",0.01695835590362549,0.6133502721786499,1,0,1,109,"Successful"
"[[Dj]] Khaled a [[fool]] .!!! 500k for a [[ring]] for [[Nikki]]? [[That]] [[bitch]] [[spends]] a [[good]] million on her ugly ass wigs &#128514;&#128514;&#128514;","[[Jc]] Khaled a [[knucklehead]] .!!! 500k for a [[hoops]] for [[Nicky]]? [[Che]] [[blackguard]] [[earmarks]] a [[advisable]] million on her ugly ass wigs &#128514;&#128514;&#128514;",0.03737795352935791,0.5308272838592529,1,0,1,195,"Successful"
"RT @AwwAdorable: [[I]] [[want]] a [[pet]] [[monkey]] &#128553;&#128525; [[http]]://t.[[co]]/8wy8gDJIEJ","RT @AwwAdorable: [[me]] [[jealous]] a [[toe]] [[whips]] &#128553;&#128525; [[www]]://t.[[cos]]/8wy8gDJIEJ",0.029409706592559814,0.6755630970001221,2,1,2,120,"Successful"
"dope in the bag, pretty [[bitch]] on the side<SPLIT>I sell dope in the back,if you tryna get high #ty","dope in the bag, pretty [[biatch]] on the side<SPLIT>I sell dope in the back,if you tryna get high #ty",0.0061953067779541016,0.9091758131980896,1,2,1,48,"Successful"
"RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;","RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;",0.5628204345703125,0.5628204345703125,1,1,0,1,"Skipped"
"The type of [[bitches]] that I like think broke is disgusting","The type of [[dipshits]] that I like think broke is disgusting",0.015960633754730225,0.9536334872245789,1,2,1,59,"Successful"
"RT @SirStern: Claim whatever part of her u please, fuck her to [[bliss]] or bruise her [[sweet]] [[pussy]] with a crop till she begs to be your filthy &#8230;","RT @SirStern: Claim whatever part of her u please, fuck her to [[gladness]] or bruise her [[gooey]] [[faggot]] with a crop till she begs to be your filthy &#8230;",0.018194377422332764,0.5131961107254028,1,0,1,89,"Successful"
"&#8220;@GianneNichole: [[Lakers]] [[really]] trash.&#8221;&#128686;","&#8220;@GianneNichole: [[Sixers]] [[openly]] trash.&#8221;&#128686;",0.031135976314544678,0.848720908164978,2,1,2,98,"Successful"
"&#8220;@NiggaImTatted: [[Having]] 0 [[bitches]] [[really]] the [[wave]]&#8221;[[shaq]] you [[got]] all the [[hoes]]","&#8220;@NiggaImTatted: [[Adopt]] 0 [[whores]] [[openly]] the [[spate]]&#8221;[[chuck]] you [[obtains]] all the [[cocksuckers]]",0.02378213405609131,0.4722156524658203,1,1,1,216,"Failed"
"""@TheNymphoTweets: Hickies in between her thighs right by her [[pussy]] &gt;&gt;&gt;"" Its only right","""@TheNymphoTweets: Hickies in between her thighs right by her [[kitty]] &gt;&gt;&gt;"" Its only right",0.009523391723632812,0.6446712017059326,1,2,1,13,"Successful"
"""@WBUR: [[A]] smuggler [[explains]] how he [[helped]] fighters along the ""[[Jihadi]] [[Highway]]"": http://t.co/UX4anxeAwd""","""@WBUR: [[another]] smuggler [[speak]] how he [[subsidized]] fighters along the ""[[Mujaheddin]] [[Freeway]]"": http://t.co/UX4anxeAwd""",0.05966341495513916,0.6434721350669861,2,0,2,160,"Successful"
"Camo day! Catch me at school huntin' for basic [[bitches]] http://t.co/NPiq0jS5uz","Camo day! Catch me at school huntin' for basic [[fairies]] http://t.co/NPiq0jS5uz",0.007882654666900635,0.9905535578727722,1,2,1,61,"Successful"
"Jessie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes [[bitches]] cum.","Jessie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes [[jackasses]] cum.",0.007246792316436768,0.8154206275939941,1,2,1,64,"Successful"
"[[High]] then a [[hoe]], [[hitting]] this [[bowl]] for my [[nigga]] [[Rick]]! #RIPRick","[[Senior]] then a [[fuckin]], [[befallen]] this [[mug]] for my [[niggas]] [[Randy]]! #RIPRick",0.046969473361968994,0.3421725630760193,1,1,1,118,"Failed"
"Fucking [[bitches]] never [[hit]] a nigga back up","Fucking [[faggots]] never [[attacked]] a nigga back up",0.09440863132476807,0.5455764532089233,1,0,1,105,"Successful"
"I've got a [[birds]] eye [[view]] of all the [[secrets]] you keep.","I've got a [[storks]] eye [[stance]] of all the [[veiled]] you keep.",0.015410244464874268,0.7197253108024597,2,1,2,120,"Successful"
"RT @LaBugg09: I love everybody ion hate these [[bitches]]","RT @LaBugg09: I love everybody ion hate these [[fairies]]",0.03675532341003418,0.9423647522926331,1,2,1,59,"Successful"
"Im nt rey talk about a dumbass [[bitch]] thats lost in this world, she really need to be saved at save http://t.co/E0JVa37bim try it, it wrks","Im nt rey talk about a dumbass [[biatch]] thats lost in this world, she really need to be saved at save http://t.co/E0JVa37bim try it, it wrks",0.007567286491394043,0.8630032539367676,1,2,1,63,"Successful"
"RT @CloudProjection: Females are more thirsty for attention than males are for [[pussy]].","RT @CloudProjection: Females are more thirsty for attention than males are for [[washcloth]].",0.013140559196472168,0.9631741046905518,1,2,1,40,"Successful"
"You're a [[faggot]] if you use the cover your face emoji","You're a [[tata]] if you use the cover your face emoji",0.34290117025375366,0.9924938082695007,0,2,0,39,"Successful"
"I'm not bouta [[let]] no [[bitch]] [[play]] with none of my [[family]]. [[It]] don't [[matter]] if I [[fuck]] with them or not.","I'm not bouta [[confer]] no [[whore]] [[reproducing]] with none of my [[families]]. [[He]] don't [[subjected]] if I [[motherfucker]] with them or not.",0.007641971111297607,0.18700581789016724,1,1,1,159,"Failed"
"I [[really]] [[wanna]] [[have]] a [[talk]] about [[life]] with the ""fuck her right in the [[pussy]]"" [[dude]] while [[smokin]] a blunt before I die","I [[openly]] [[desiring]] [[fi]] a [[schmooze]] about [[inhabits]] with the ""fuck her right in the [[fag]]"" [[comrade]] while [[lookin]] a blunt before I die",0.01588582992553711,0.5099863409996033,1,0,1,230,"Successful"
"[[RT]] @Classact23: [[RT]] @DarkKent27: [[If]] [[I]] [[text]] ""[[You]] up?"" that [[means]] is it safe for me to [[come]] and [[eat]] the pussy until [[I]] [[reach]] [[cream]] [[filling]]?&gt; &#128563;.&#8230;","[[TA]] @Classact23: [[SR]] @DarkKent27: [[Despite]] [[me]] [[texts]] ""[[Thyself]] up?"" that [[modes]] is it safe for me to [[entrances]] and [[nourishment]] the pussy until [[me]] [[fulfillment]] [[ice]] [[completes]]?&gt; &#128563;.&#8230;",0.008360445499420166,0.049211323261260986,1,1,1,286,"Failed"
